
"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Slovakia","Total population (1000 inhab)",,,"",,1997,5391.204,"X",,2002,5400.122,"X",,2007,5398.692,"X",,2012,5414.889,"X",,2017,5447.9,"X",,,,"",
"Slovakia","Gross Domestic Product (GDP) (current US$)",,,"",,1997,2.1916978438E10,"X",,2002,2.4810702665E10,"X",,2007,7.7056509956E10,"X",,2012,9.4416582465E10,"X",,2017,9.547726964E10,"X",,,,"",
"Slovakia","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,1997,2.6147704591,"E",,2002,2.1844311377,"E",,2007,1.3730538922,"E",,2012,1.3279441118,"E",,2017,1.1103792415,"E",,,,"",
"Slovakia","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,1997,0.1337325349,"E",,2002,0.1117764471,"E",,2007,0.0449101796,"E",,2012,0.0612774451,"E",,2017,0.0630738523,"E",,,,"",
"Slovakia","SDG 6.4.2. Water Stress (%)",,,"",,1997,5.6368330465,"E",,2002,4.7091222031,"E",,2007,2.9599827883,"E",,2012,2.8627366609,"E",,2017,2.3937177281,"E",,,,"",
"Slovakia","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,41.4809849307,"I",,2007,93.6684793382,"I",,2012,108.7740526291,"I",,2017,146.1561716503,"E",,,,"",
"Slovakia","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,2.3553801448,"E",,2007,3.6519470226,"E",,2012,2.909317676,"E",,2017,2.2166956495,"E",,,,"",
"Slovakia","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,1997,14.0394546501,"E",,2002,21.3015486751,"E",,2007,66.3212881594,"E",,2012,66.3462025199,"E",,2017,103.6119541308,"E",,,,"",
"Slovakia","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,1997,59.1289998456,"E",,2002,76.9528121418,"E",,2007,122.7367071458,"E",,2012,165.0210260724,"E",,2017,195.1671104311,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Slovenia","Total population (1000 inhab)",1992,2005.354,"X",,1997,1987.455,"X",,2002,1987.267,"X",,2007,2012.118,"X",,2012,2057.823,"X",,2017,2076.394,"X",,,,"",
"Slovenia","Gross Domestic Product (GDP) (current US$)",1992,1.3100878725E10,"X",,1997,2.0764110913E10,"X",,2002,2.348899877E10,"X",,2007,4.8003909189E10,"X",,2012,4.658045747E10,"X",,2017,4.8561672401E10,"X",,,,"",
"Slovenia","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,2002,2.8214621901,"E",,2007,2.9350486351,"E",,2012,2.9118293066,"E",,2017,2.9224976467,"E",,,,"",
"Slovenia","Agricultural water withdrawal as % of total renewable water resources (%)",1992,0.0116096643,"E",,1997,0.0166748846,"I",,2002,0.0207091308,"E",,2007,0.0144336366,"E",,2012,0.0072168183,"E",,2017,0.0122372137,"E",,,,"",
"Slovenia","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,2002,6.0797836376,"E",,2007,6.3245436105,"E",,2012,6.2745098039,"E",,2017,6.2974983097,"E",,,,"",
"Slovenia","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,37.9139917706,"I",,2017,42.5463375848,"E",,,,"",
"Slovenia","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,6.6509577337,"E",,2017,4.1166691235,"E",,,,"",
"Slovenia","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,13.2446156394,"E",,2007,15.8222650929,"E",,2012,13.0976504584,"E",,2017,15.7535695313,"E",,,,"",
"Slovenia","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,45.9611832768,"E",,1997,61.8319213637,"E",,2002,105.583088076,"E",,2007,150.360942312,"E",,2012,155.6262451716,"E",,2017,163.2471865026,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Solomon Islands","Total population (1000 inhab)",1992,329.995,"X",,1997,379.999,"X",,2002,435.432,"X",,2007,492.132,"X",,2012,556.063,"X",,2017,636.039,"X",,,,"",
"Solomon Islands","Gross Domestic Product (GDP) (current US$)",1992,2.60612684E8,"X",,1997,4.08400275E8,"X",,2002,2.7382759E8,"X",,2007,5.87990068E8,"X",,2012,9.75880632E8,"X",,2017,1.198938644E9,"X",,,,"",
"Solomon Islands","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Solomon Islands","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Solomon Islands","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Solomon Islands","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Solomon Islands","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Solomon Islands","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Solomon Islands","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Somalia","Total population (1000 inhab)",1992,7295.384,"X",,1997,7936.127,"X",,2002,9501.342,"X",,2007,11080.121,"X",,2012,12715.503,"X",,2017,14589.179,"X",,,,"",
"Somalia","Gross Domestic Product (GDP) (current US$)",1992,5.83254545E8,"X",,1997,1.482006572E9,"X",,2002,,"",,2007,2.482993197E9,"X",,2012,1.519541639E9,"X",,2017,1.497300283E9,"X",,,,"",
"Somalia","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,11.9986917844,"I",,1997,18.4871794872,"I",,2002,22.4170068027,"I",,2007,22.4353741497,"I",,2012,22.4353741497,"I",,2017,22.4353741497,"I",,,,"",
"Somalia","Agricultural water withdrawal as % of total renewable water resources (%)",1992,11.872318158,"I",,1997,18.3976975406,"I",,2002,22.3174603175,"I",,2007,22.3197278912,"I",,2012,22.3197278912,"I",,2017,22.3197278912,"I",,,,"",
"Somalia","SDG 6.4.2. Water Stress (%)",1992,13.1177130173,"E",,1997,20.2113296491,"E",,2002,24.5076602707,"E",,2007,24.527740592,"E",,2012,24.527740592,"E",,2017,24.527740592,"E",,,,"",
"Somalia","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,0.1307827073,"I",,2007,0.1509138112,"I",,2012,0.1713671063,"I",,2017,0.1979975633,"I",,,,"",
"Somalia","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,0.1136301448,"E",,1997,0.0441919623,"E",,2002,0.0219242909,"E",,2007,0.0266129791,"E",,2012,0.0302889094,"E",,2017,0.0326268724,"E",,,,"",
"Somalia","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,48.5887710377,"E",,2007,37.1299651806,"E",,2012,42.1501540568,"E",,2017,49.3970316841,"E",,,,"",
"Somalia","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,18.6315546435,"E",,1997,22.3944030732,"E",,2002,22.0779610068,"E",,2007,22.4091089845,"E",,2012,25.4326997695,"E",,2017,29.8102087888,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"South Africa","Total population (1000 inhab)",1992,38672.607,"X",,1997,42987.461,"X",,2002,46150.913,"X",,2007,49119.759,"X",,2012,52832.658,"X",,2017,57009.756,"X",,,,"",
"South Africa","Gross Domestic Product (GDP) (current US$)",1992,1.35972260809E11,"X",,1997,1.52587423868E11,"X",,2002,1.15481857073E11,"X",,2007,2.99416850653E11,"X",,2012,3.96329407333E11,"X",,2017,3.49006695043E11,"X",,,,"",
"South Africa","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,25.5661148978,"I",,1997,25.0048685492,"E",,2002,24.9288193144,"E",,2007,25.2596309889,"E",,2012,26.6089431503,"E",,2017,37.740993184,"E",,,,"",
"South Africa","Agricultural water withdrawal as % of total renewable water resources (%)",1992,17.9770204479,"I",,1997,16.2788704966,"I",,2002,15.815444536,"I",,2007,17.2041045615,"I",,2012,18.5927645869,"I",,2017,22.1811100292,"E",,,,"",
"South Africa","SDG 6.4.2. Water Stress (%)",1992,42.037143772,"E",,1997,41.1143131604,"E",,2002,40.9892690296,"E",,2007,41.5332068934,"E",,2012,43.7518165472,"E",,2017,62.055715658,"E",,,,"",
"South Africa","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,14.462020449,"I",,2007,16.6630984172,"I",,2012,17.3926519125,"I",,2017,14.6590967647,"I",,,,"",
"South Africa","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,0.2177605099,"E",,2007,0.1937426097,"E",,2012,0.1688812434,"E",,2017,0.165698482,"E",,,,"",
"South Africa","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,37.4358248808,"E",,1997,47.3828914598,"E",,2002,51.2968830349,"E",,2007,49.8593614213,"E",,2012,44.5407152597,"E",,2017,18.0534070267,"E",,,,"",
"South Africa","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,36.9307285774,"E",,1997,34.4063353389,"E",,2002,33.1291610749,"E",,2007,41.4036536881,"E",,2012,46.5811546555,"E",,2017,53.5185143394,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"South Sudan","Total population (1000 inhab)",,,"",,,,"",,,,"",,,,"",,2012,10113.649,"X",,2017,10910.763,"X",,,,"",
"South Sudan","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,2012,9.634135593E9,"X",,2017,7.620963066E9,"X",,,,"",
"South Sudan","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,2012,1.3292929293,"E",,2017,1.3292929293,"E",,,,"",
"South Sudan","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,2012,0.4848484848,"E",,2017,0.4848484848,"E",,,,"",
"South Sudan","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,,,"",,,,"",,2012,4.2260757868,"E",,2017,4.2260757868,"E",,,,"",
"South Sudan","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,11.6068469126,"I",,2017,19.1798047394,"I",,,,"",
"South Sudan","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,0.0252446654,"E",,2017,0.0289958375,"E",,,,"",
"South Sudan","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,20.6841721768,"E",,2017,27.2440644507,"E",,,,"",
"South Sudan","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,15.4264653317,"E",,2017,33.5929430887,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Spain","Total population (1000 inhab)",1992,39410.857,"X",,1997,40035.293,"X",,2002,41919.585,"X",,2007,45429.076,"X",,2012,47063.06,"X",,2017,46647.428,"X",,,,"",
"Spain","Gross Domestic Product (GDP) (current US$)",1992,6.30905064556E11,"X",,1997,5.90101662198E11,"X",,2002,7.05426402795E11,"X",,2007,1.472055567912E12,"X",,2012,1.324820091195E12,"X",,2017,1.312551705955E12,"X",,,,"",
"Spain","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,32.6606875934,"I",,1997,30.9417040359,"E",,2002,31.8448430493,"E",,2007,31.3686098655,"E",,2012,32.9596412556,"E",,2017,28.0035874439,"E",,,,"",
"Spain","Agricultural water withdrawal as % of total renewable water resources (%)",1992,21.2122571001,"I",,1997,20.9955156951,"E",,2002,20.66367713,"E",,2007,20.7892376682,"E",,2012,22.8430493274,"E",,2017,18.2600896861,"I",,,,"",
"Spain","SDG 6.4.2. Water Stress (%)",1992,49.6478073165,"E",,1997,47.0347648262,"E",,2002,48.4076346285,"E",,2007,47.6837082481,"E",,2012,50.1022494888,"E",,2017,42.5685071575,"E",,,,"",
"Spain","SDG 6.4.1. Water Use Efficiency (US$/m3)",1992,18.8088024375,"I",,1997,21.6876023716,"E",,2002,25.5856063909,"E",,2007,30.5596743908,"E",,2012,28.3873264219,"E",,2017,35.9778306422,"E",,,,"",
"Spain","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",1992,0.2661526404,"E",,1997,0.392965551,"E",,2002,0.4678120758,"E",,2007,0.3937754596,"E",,2012,0.3348158282,"E",,2017,0.4982162074,"E",,,,"",
"Spain","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,31.6453603882,"E",,1997,31.8810306606,"E",,2002,35.4844032778,"E",,2007,44.9541404947,"E",,2012,30.544766815,"E",,2017,36.181404824,"E",,,,"",
"Spain","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,74.246995358,"E",,1997,117.1445433788,"E",,2002,118.2797401284,"E",,2007,133.2645709458,"E",,2012,180.6636357414,"E",,2017,183.4523554532,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Sri Lanka","Total population (1000 inhab)",1992,17736.821,"X",,1997,18470.9,"X",,2002,19062.482,"X",,2007,19842.044,"X",,2012,20532.6,"X",,2017,21128.032,"X",,,,"",
"Sri Lanka","Gross Domestic Product (GDP) (current US$)",1992,1.1386333004E10,"X",,1997,1.78726709E10,"X",,2002,1.9572831562E10,"X",,2007,3.7023526063E10,"X",,2012,6.8434431855E10,"X",,2017,8.8019695921E10,"X",,,,"",
"Sri Lanka","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,19.7297727273,"I",,1997,22.799469697,"I",,2002,24.5923484848,"I",,2007,24.5189393939,"I",,2012,24.5189393939,"I",,2017,24.5189393939,"I",,,,"",
"Sri Lanka","Agricultural water withdrawal as % of total renewable water resources (%)",1992,18.7560606061,"I",,1997,21.2380681818,"I",,2002,22.2045454545,"I",,2007,21.4204545455,"I",,2012,21.4204545455,"I",,2017,21.4204545455,"I",,,,"",
"Sri Lanka","SDG 6.4.2. Water Stress (%)",1992,73.0527349229,"E",,1997,84.4187938289,"E",,2002,91.0572230014,"E",,2007,90.7854137447,"E",,2012,90.7854137447,"E",,2017,90.7854137447,"E",,,,"",
"Sri Lanka","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,3.3654886101,"I",,2012,4.8683935116,"I",,2017,5.8144642479,"I",,,,"",
"Sri Lanka","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,0.1744042213,"E",,2012,0.2092801852,"E",,2017,0.2643931747,"E",,,,"",
"Sri Lanka","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,19.9053291534,"E",,1997,17.3497438336,"E",,2002,14.0129019425,"E",,2007,15.5471255443,"E",,2012,24.6819743202,"E",,2017,27.5976203893,"E",,,,"",
"Sri Lanka","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,33.4574986316,"E",,1997,29.5490565314,"E",,2002,32.9634349076,"E",,2007,35.6241521436,"E",,2012,49.8739662682,"E",,2017,61.3045277058,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Sudan","Total population (1000 inhab)",,,"",,,,"",,,,"",,,,"",,2012,36193.783,"X",,2017,40813.397,"X",,,,"",
"Sudan","Gross Domestic Product (GDP) (current US$)",,,"",,,,"",,,,"",,,,"",,2012,6.2286760504E10,"X",,2017,1.24021599914E11,"X",,,,"",
"Sudan","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,2012,71.2566137566,"E",,2017,71.2566137566,"E",,,,"",
"Sudan","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,,,"",,,,"",,2012,68.544973545,"E",,2017,68.544973545,"E",,,,"",
"Sudan","SDG 6.4.2. Water Stress (%)",,,"",,,,"",,,,"",,,,"",,2012,118.6563876652,"E",,2017,118.6563876652,"E",,,,"",
"Sudan","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,1.9294939362,"I",,2017,2.6549305465,"I",,,,"",
"Sudan","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,0.217302148,"E",,2017,0.209490508,"E",,,,"",
"Sudan","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,151.7742819145,"E",,2017,200.3765464676,"E",,,,"",
"Sudan","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,36.7974203909,"E",,2017,53.7414886569,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Suriname","Total population (1000 inhab)",1992,420.655,"X",,1997,454.161,"X",,2002,482.235,"X",,2007,511.181,"X",,2012,541.245,"X",,2017,570.496,"X",,,,"",
"Suriname","Gross Domestic Product (GDP) (current US$)",1992,8.19807153E8,"X",,1997,1.128440588E9,"X",,2002,1.33911003E9,"X",,2007,2.93644153E9,"X",,2012,4.979901515E9,"X",,2017,3.210020005E9,"X",,,,"",
"Suriname","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,0.5462315462,"I",,1997,0.6278166278,"I",,2002,0.6585521886,"I",,2007,0.6221212121,"I",,2012,0.6221212121,"I",,2017,0.6221212121,"I",,,,"",
"Suriname","Agricultural water withdrawal as % of total renewable water resources (%)",1992,0.4957264957,"I",,1997,0.5773115773,"I",,2002,0.5626599327,"I",,2007,0.4354545455,"I",,2012,0.4354545455,"I",,2017,0.4354545455,"I",,,,"",
"Suriname","SDG 6.4.2. Water Stress (%)",1992,3.4686929491,"E",,1997,3.9867765333,"E",,2002,4.1819542442,"E",,2007,3.950609365,"E",,2012,3.950609365,"E",,2017,3.950609365,"E",,,,"",
"Suriname","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,4.1395536848,"I",,2007,5.8498763574,"E",,2012,7.1201213616,"E",,2017,6.9003118703,"E",,,,"",
"Suriname","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,2002,0.7789347868,"E",,2007,0.9252874872,"E",,2012,0.9346263966,"E",,2017,1.0853690959,"E",,,,"",
"Suriname","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,23.9037647136,"E",,1997,28.7127513825,"E",,2002,13.3837599071,"E",,2007,10.2403641821,"E",,2012,11.8406185222,"E",,2017,10.5621958035,"E",,,,"",
"Suriname","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,60.3443352444,"E",,1997,47.873920916,"E",,2002,40.6772668455,"E",,2007,36.8453968781,"E",,2012,48.2345131295,"E",,2017,47.6840148535,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Sweden","Total population (1000 inhab)",1992,8686.738,"X",,1997,8868.853,"X",,2002,8920.71,"X",,2007,9162.939,"X",,2012,9542.812,"X",,2017,9904.896,"X",,,,"",
"Sweden","Gross Domestic Product (GDP) (current US$)",1992,2.81991586298E11,"X",,1997,2.66383915167E11,"X",,2002,2.6533586066E11,"X",,2007,4.8797503096E11,"X",,2012,5.50926978153E11,"X",,2017,5.40545236388E11,"X",,,,"",
"Sweden","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,1.7086206897,"E",,1997,1.558045977,"E",,2002,1.5379310345,"E",,2007,1.5114942529,"E",,2012,1.4732183908,"I",,2017,1.3649425287,"I",,,,"",
"Sweden","Agricultural water withdrawal as % of total renewable water resources (%)",1992,0.1,"E",,1997,0.0862068966,"E",,2002,0.0775862069,"E",,2007,0.0614942529,"E",,2012,0.0510344828,"I",,2017,0.0431034483,"I",,,,"",
"Sweden","SDG 6.4.2. Water Stress (%)",1992,4.29004329,"E",,1997,3.911976912,"E",,2002,3.8614718615,"E",,2007,3.7950937951,"E",,2012,3.698989899,"E",,2017,3.4271284271,"E",,,,"",
"Sweden","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,148.0065389354,"I",,2012,157.928767326,"I",,2017,194.0764722893,"I",,,,"",
"Sweden","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,2007,2.377164417,"E",,2012,2.9657060398,"E",,2017,3.7509934289,"E",,,,"",
"Sweden","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",1992,33.189471137,"E",,1997,49.2177571088,"E",,2002,57.390869277,"E",,2007,66.3551628963,"E",,2012,61.9631465974,"E",,2017,76.9465134506,"E",,,,"",
"Sweden","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,173.1971268121,"E",,1997,189.2719812781,"E",,2002,231.3885015374,"E",,2007,287.9439277165,"E",,2012,314.8695739149,"E",,2017,373.9866351715,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Switzerland","Total population (1000 inhab)",1992,6792.906,"X",,1997,7068.508,"X",,2002,7220.377,"X",,2007,7536.982,"X",,2012,8008.012,"X",,2017,8455.804,"X",,,,"",
"Switzerland","Gross Domestic Product (GDP) (current US$)",1992,2.7181082307E11,"X",,1997,2.86516667583E11,"X",,2002,3.01415359817E11,"X",,2007,4.79926694378E11,"X",,2012,6.68043614173E11,"X",,2017,6.79950482029E11,"X",,,,"",
"Switzerland","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,5.0373831776,"E",,1997,4.7814953271,"E",,2002,4.7065420561,"E",,2007,4.226635514,"I",,2012,3.746728972,"E",,2017,3.241,"E",,,,"",
"Switzerland","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,,,"",,2002,0.1277570093,"I",,2007,0.2135046729,"I",,2012,0.2992523364,"E",,2017,0.2992523364,"I",,,,"",
"Switzerland","SDG 6.4.2. Water Stress (%)",1992,10.2784134249,"E",,1997,9.7562929062,"E",,2002,9.6033562166,"E",,2007,8.6241418764,"E",,2012,7.6449275362,"E",,2017,6.613,"E",,,,"",
"Switzerland","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,308.0980372238,"I",,2017,390.4934881887,"I",,,,"",
"Switzerland","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,3.7297388488,"E",,2017,4.1571682871,"E",,,,"",
"Switzerland","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,,,"",,,,"",,,,"",,2012,239.0454252149,"E",,2017,254.7975192723,"E",,,,"",
"Switzerland","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",1992,268.1983362194,"E",,1997,323.9855613149,"E",,2002,351.9172388828,"E",,2007,424.6279150727,"E",,2012,385.5601655998,"E",,2017,550.6054581553,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Syrian Arab Republic","Total population (1000 inhab)",1992,13187.663,"X",,1997,15175.316,"X",,2002,17084.632,"X",,2007,19878.254,"X",,2012,20438.856,"X",,2017,17095.678,"X",,,,"",
"Syrian Arab Republic","Gross Domestic Product (GDP) (current US$)",1992,1.444651139E10,"X",,1997,1.6176339762E10,"X",,2002,2.1782045455E10,"X",,2007,4.0271781586E10,"X",,2012,4.6838060828E10,"X",,2017,1.3182092626E10,"X",,,,"",
"Syrian Arab Republic","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",1992,72.8735997037,"I",,1997,85.8647780026,"E",,2002,97.363409118,"E",,2007,84.1828353767,"E",,2012,83.1115343411,"E",,2017,83.1115343411,"E",,,,"",
"Syrian Arab Republic","Agricultural water withdrawal as % of total renewable water resources (%)",,,"",,1997,76.4194738722,"E",,2002,85.7635995715,"E",,2007,87.3110344007,"I",,2012,87.3110344007,"I",,2017,87.3110344007,"I",,,,"",
"Syrian Arab Republic","SDG 6.4.2. Water Stress (%)",1992,109.0410742027,"E",,1997,128.4798290142,"E",,2002,145.6852791878,"E",,2007,125.9631311782,"E",,2012,124.360138926,"E",,2017,124.360138926,"E",,,,"",
"Syrian Arab Republic","SDG 6.4.1. Water Use Efficiency (US$/m3)",,,"",,1997,1.4587717882,"I",,2002,1.50642606,"I",,2007,1.9284371513,"I",,2012,1.68147902,"I",,2017,0.9806607269,"I",,,,"",
"Syrian Arab Republic","SDG 6.4.1. Irrigated Agriculture Water Use Efficiency (US$/m3)",,,"",,1997,0.1982281077,"E",,2002,0.2016314429,"E",,2007,0.1892973571,"E",,2012,0.1788448614,"E",,2017,0.1020868262,"E",,,,"",
"Syrian Arab Republic","SDG 6.4.1. Industrial Water Use Efficiency (US$/m3)",,,"",,1997,16.4468097349,"E",,2002,14.2342573916,"E",,2007,19.6085260742,"E",,2012,15.2560448002,"E",,2017,9.0504750205,"E",,,,"",
"Syrian Arab Republic","SDG 6.4.1. Services Water Use Efficiency (US$/m3)",,,"",,1997,9.9449830768,"E",,2002,9.8832046136,"E",,2007,11.8490161742,"E",,2012,10.9627368686,"E",,2017,6.3518576137,"E",,,,"",

"",,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Tajikistan","Total population (1000 inhab)",1992,5502.494,"X",,1997,5938.405,"X",,2002,6426.867,"X",,2007,7062.672,"X",,2012,7874.835,"X",,2017,8880.268,"X",,,,"",
"Tajikistan","Gross Domestic Product (GDP) (current US$)",1992,1.98001309E9,"X",,1997,9.11770707E8,"X",,2002,1.221033718E9,"X",,2007,3.719437034E9,"X",,2012,7.633036366E9,"X",,2017,7.157830305E9,"X",,,,"",
"Tajikistan","MDG 7.5. Freshwater withdrawal as % of total renewable water resources (%)",,,"",,1997,52.8982199909,"I",,2002,52.5099650084,"I",,2007,50.7014554491,"I",,2012,48.7363456565,"I",,2017,47.5572797809,"I",,,,"",
